customer_id,age,gender,city,branch_code,credit_score,tenure_years,account_balance,estimated_salary,num_products,has_credit_card,is_active_member,is_churned,transaction_id,transaction_date,amount,merchant_category,transaction_type,hour,day_of_week,is_weekend,is_fraud
C00026,33,Male,Quetta,QTA-001,491,6,358322.32,129177.61,4,1,1,0,TXN0000196,2023-06-23,2911.64,electronics,debit,8,4,0,0
C00157,66,Male,Islamabad,ISB-001,835,4,377856.88,248795.24,4,0,0,1,TXN0001120,2023-06-23,22826.03,grocery,credit,14,4,0,0
C00288,29,Female,Karachi,KHI-001,430,1,47919.08,514413.72,1,1,0,1,TXN0001992,2023-06-23,26718.61,electronics,debit,19,4,0,0
C00146,47,Male,Quetta,QTA-001,704,7,295789.53,595594.66,4,0,0,1,TXN0001040,2023-06-23,14298.98,travel,debit,16,4,0,0
C00122,44,Female,Multan,MUL-001,710,5,86929.09,316235.03,1,0,1,0,TXN0000868,2023-06-23,19251.08,grocery,credit,15,4,0,0
C00090,66,Male,Multan,MUL-001,396,4,190345.51,383248.74,3,0,1,0,TXN0000657,2023-06-23,3399.33,restaurant,transfer,12,4,0,0
C00047,30,Male,Islamabad,ISB-001,604,3,498857.84,222518.26,4,1,0,1,TXN0000328,2023-06-23,16886.18,online,credit,21,4,0,0
C00266,37,Female,Karachi,KHI-001,615,5,477841.97,217629.6,1,0,1,0,TXN0001849,2023-06-24,20917.5,online,credit,11,5,1,0
C00454,69,Male,Karachi,KHI-001,765,5,379534.72,320645.68,2,1,1,0,TXN0003179,2023-06-24,11994.26,grocery,transfer,23,5,1,0
C00483,42,Female,Islamabad,ISB-001,601,7,495123.44,307811.05,1,0,1,0,TXN0003378,2023-06-25,16030.91,atm,credit,14,6,1,0
C00451,68,Male,Peshawar,PEW-001,736,5,454807.15,361768.93,3,1,1,0,TXN0003159,2023-06-25,9264.7,grocery,debit,13,6,1,0
C00121,69,Female,Lahore,LHR-001,788,4,290927.82,343788.04,4,0,1,0,TXN0000858,2023-06-25,5973.04,online,credit,11,6,1,0
C00398,41,Female,Karachi,KHI-001,504,0,234373.47,371974.72,1,0,1,0,TXN0002770,2023-06-25,17723.93,travel,transfer,9,6,1,0
C00324,51,Male,Lahore,LHR-001,703,5,223310.92,109004.69,3,0,0,0,TXN0002256,2023-06-25,13203.1,grocery,transfer,9,6,1,0
C00079,35,Male,Lahore,LHR-001,829,8,73862.52,587381.18,2,1,1,0,TXN0000569,2023-06-25,3951.53,atm,transfer,8,6,1,0
C00323,67,Female,Lahore,LHR-001,713,10,267481.24,332589.38,2,1,0,0,TXN0002255,2023-06-25,10985.02,atm,debit,19,6,1,0
C00442,49,Male,Karachi,KHI-001,654,4,351000.42,233940.19,2,1,1,0,TXN0003099,2023-06-25,6858.82,grocery,debit,20,6,1,0
C00221,27,Male,Lahore,LHR-001,802,0,450783.29,338057.19,1,0,0,0,TXN0001522,2023-06-26,30659.11,healthcare,transfer,8,0,0,0
C00321,43,Female,Karachi,KHI-001,379,6,243125.63,586966.13,4,0,0,1,TXN0002237,2023-06-26,6033.17,grocery,debit,15,0,0,0
C00422,29,Female,Quetta,QTA-001,483,10,447767.57,254214.72,1,1,1,0,TXN0002954,2023-06-26,10641.2,travel,debit,16,0,0,0
C00415,43,Male,Karachi,KHI-001,474,4,130061.3,269307.6,3,1,1,0,TXN0002898,2023-06-26,5992.08,electronics,transfer,16,0,0,0
C00059,38,Male,Islamabad,ISB-001,843,7,231215.11,573483.24,1,0,1,0,TXN0000421,2023-06-26,15318.43,grocery,debit,10,0,0,0
C00085,39,Male,Islamabad,ISB-001,773,4,459781.51,572867.99,1,0,0,1,TXN0000616,2023-06-26,18262.57,online,debit,13,0,0,0
C00058,35,Female,Islamabad,ISB-001,413,6,192516.67,463953.19,2,0,1,0,TXN0000413,2023-06-27,9838.34,grocery,transfer,11,1,0,0
C00054,65,Male,Lahore,LHR-001,507,2,249520.84,261505.25,2,1,1,1,TXN0000381,2023-06-27,929.48,restaurant,transfer,8,1,0,0
C00263,63,Male,Karachi,KHI-001,656,9,85196.87,285376.51,4,1,1,0,TXN0001827,2023-06-27,1118.25,atm,debit,8,1,0,0
C00471,35,Male,Lahore,LHR-001,796,0,378080.92,362091.48,1,0,1,0,TXN0003293,2023-06-28,5203.33,atm,debit,8,2,0,0
C00369,61,Female,Islamabad,ISB-001,744,5,296334.34,393928.67,2,1,1,0,TXN0002559,2023-06-28,695622.18,atm,withdrawal,12,2,0,1
C00383,54,Male,Quetta,QTA-001,380,9,195124.85,547093.88,2,1,0,0,TXN0002656,2023-06-28,5838.51,restaurant,transfer,15,2,0,0
C00297,46,Male,Lahore,LHR-001,823,7,325099.13,347671.97,4,1,0,0,TXN0002048,2023-06-28,8819.26,restaurant,credit,23,2,0,0
C00437,63,Female,Quetta,QTA-001,627,8,84398.05,75341.06,4,0,0,0,TXN0003057,2023-06-28,1895.5,online,transfer,12,2,0,0
C00009,44,Male,Islamabad,ISB-001,780,1,192718.15,57529.3,3,0,1,0,TXN0000056,2023-06-28,6290.44,travel,credit,19,2,0,0
C00026,33,Male,Quetta,QTA-001,491,6,358322.32,129177.61,4,1,1,0,TXN0000199,2023-06-28,22301.21,online,credit,10,2,0,0
C00001,60,Male,Lahore,LHR-001,555,3,398173.28,502515.63,1,0,0,1,TXN0000007,2023-06-29,3636.28,restaurant,transfer,11,3,0,0
C00267,47,Female,Karachi,KHI-001,747,5,81562.71,526584.35,4,1,0,0,TXN0001855,2023-06-29,4059.84,atm,transfer,23,3,0,0
C00259,46,Male,Karachi,KHI-001,634,7,71825.63,101101.39,2,1,1,0,TXN0001807,2023-06-29,5076.57,online,debit,11,3,0,0
C00156,60,Female,Islamabad,ISB-001,538,5,42374.17,394222.7,4,0,0,1,TXN0001111,2023-06-29,7620.54,online,debit,16,3,0,0
C00071,55,Female,Karachi,KHI-001,550,8,414265.42,567093.0,3,1,1,0,TXN0000525,2023-06-30,675.69,healthcare,credit,13,4,0,0
C00364,39,Male,Karachi,KHI-001,776,7,198856.92,214872.2,4,0,0,0,TXN0002529,2023-06-30,3412.74,travel,debit,20,4,0,0
C00435,37,Male,Islamabad,ISB-001,573,7,126416.34,323829.52,2,1,0,0,TXN0003038,2023-07-01,2292.9,travel,transfer,8,5,1,0
C00476,67,Male,Islamabad,ISB-001,460,10,87356.91,543026.51,4,1,1,1,TXN0003327,2023-07-01,20478.9,online,transfer,14,5,1,0
C00408,55,Male,Karachi,KHI-001,474,1,26966.45,226798.95,3,1,1,0,TXN0002851,2023-07-01,20019.49,healthcare,debit,18,5,1,0
C00209,23,Male,Peshawar,PEW-001,805,1,492756.82,367415.59,4,0,0,0,TXN0001453,2023-07-01,8737.01,electronics,credit,17,5,1,0
C00141,60,Female,Islamabad,ISB-001,798,6,177946.56,261488.5,3,1,0,0,TXN0001006,2023-07-01,7185.74,travel,withdrawal,12,5,1,0
C00115,28,Female,Islamabad,ISB-001,691,8,243014.3,282846.99,2,0,1,0,TXN0000814,2023-07-01,809815.5,healthcare,debit,12,5,1,1
C00485,57,Female,Multan,MUL-001,453,4,225749.36,170228.76,2,1,1,1,TXN0003386,2023-07-01,647793.33,electronics,debit,15,5,1,1
C00455,46,Male,Peshawar,PEW-001,458,2,133050.72,262420.12,4,1,0,0,TXN0003190,2023-07-02,18701.58,grocery,transfer,21,6,1,0
C00194,63,Female,Lahore,LHR-001,541,8,314256.83,435015.93,2,1,1,1,TXN0001355,2023-07-02,2644.38,grocery,withdrawal,17,6,1,0
C00125,56,Male,Karachi,KHI-001,436,0,391345.38,163514.23,1,0,1,0,TXN0000884,2023-07-02,41998.38,electronics,credit,11,6,1,0
C00222,53,Female,Quetta,QTA-001,357,10,347154.82,110415.25,1,0,1,0,TXN0001526,2023-07-02,538230.13,grocery,debit,8,6,1,1
C00314,29,Female,Quetta,QTA-001,448,4,32166.89,415253.78,3,1,1,0,TXN0002189,2023-07-03,26943.36,travel,credit,20,0,0,0
C00213,53,Male,Lahore,LHR-001,794,10,258666.54,424141.93,3,0,1,0,TXN0001477,2023-07-03,14147.57,restaurant,debit,15,0,0,0
C00281,37,Male,Lahore,LHR-001,442,10,56031.4,368754.56,4,1,1,0,TXN0001952,2023-07-04,10144.21,online,transfer,13,1,0,0
C00124,58,Male,Peshawar,PEW-001,421,7,159179.22,265826.36,1,0,1,0,TXN0000882,2023-07-05,3679.0,grocery,debit,13,2,0,0
C00417,27,Male,Karachi,KHI-001,519,3,349378.57,500211.61,2,1,0,0,TXN0002907,2023-07-05,10057.62,grocery,credit,18,2,0,0
C00178,49,Male,Islamabad,ISB-001,582,6,303582.71,534877.42,2,0,0,0,TXN0001258,2023-07-05,4119.64,online,debit,8,2,0,0
C00144,36,Female,Karachi,KHI-001,458,9,191974.34,484055.41,3,1,0,0,TXN0001027,2023-07-05,7310.33,restaurant,debit,15,2,0,0
C00055,29,Female,Karachi,KHI-001,617,3,378544.47,585831.92,3,1,0,0,TXN0000392,2023-07-05,1905.73,grocery,credit,20,2,0,0
C00193,54,Male,Lahore,LHR-001,746,4,455758.88,477802.58,1,0,1,0,TXN0001346,2023-07-05,1631.54,restaurant,debit,12,2,0,0
C00085,39,Male,Islamabad,ISB-001,773,4,459781.51,572867.99,1,1,0,1,TXN0000618,2023-07-05,51603.65,grocery,debit,13,2,0,0
C00004,64,Female,Islamabad,ISB-001,600,1,374257.39,472780.76,3,0,1,0,TXN0000026,2023-07-05,1566.71,healthcare,credit,22,2,0,0
C00398,41,Female,Karachi,KHI-001,504,0,234373.47,371974.72,1,0,1,0,TXN0002769,2023-07-06,16342.23,online,debit,8,3,0,0
C00438,51,Male,Multan,MUL-001,417,6,170334.39,105883.46,4,1,0,0,TXN0003064,2023-07-06,14259.11,electronics,debit,21,3,0,0
C00277,62,Female,Lahore,LHR-001,803,6,43493.85,374031.87,2,1,1,0,TXN0001916,2023-07-07,7225.92,atm,debit,12,4,0,0
C00047,30,Male,Islamabad,ISB-001,604,3,498857.84,222518.26,4,1,0,1,TXN0000333,2023-07-07,5456.55,online,transfer,15,4,0,0
C00360,53,Male,Islamabad,ISB-001,793,0,142246.49,526785.39,3,0,1,0,TXN0002500,2023-07-07,15047.98,restaurant,debit,18,4,0,0
C00349,27,Male,Peshawar,PEW-001,356,1,202152.26,183161.2,4,0,0,0,TXN0002430,2023-07-07,538665.04,grocery,withdrawal,0,4,0,1
C00345,49,Female,Karachi,KHI-001,639,0,23610.4,242032.61,2,1,1,0,TXN0002404,2023-07-07,9314.61,grocery,debit,8,4,0,0
C00494,52,Female,Islamabad,ISB-001,357,8,5509.59,40186.2,3,0,1,0,TXN0003444,2023-07-07,6054.08,atm,transfer,10,4,0,0
C00479,37,Male,Islamabad,ISB-001,833,2,239419.07,573566.62,4,1,0,0,TXN0003345,2023-07-07,1746.38,electronics,transfer,12,4,0,0
C00172,49,Male,Quetta,QTA-001,541,0,286874.54,45057.03,4,0,1,0,TXN0001217,2023-07-08,84620.5,atm,withdrawal,9,5,1,1
C00050,41,Female,Peshawar,PEW-001,826,8,390393.11,591236.79,3,0,0,0,TXN0000359,2023-07-08,26085.03,online,debit,2,5,1,0
C00247,41,Female,Karachi,KHI-001,773,4,96263.61,503029.77,2,0,0,0,TXN0001728,2023-07-08,1293.14,grocery,transfer,9,5,1,0
C00277,62,Female,Lahore,LHR-001,803,6,43493.85,374031.87,2,0,1,0,TXN0001915,2023-07-08,15661.61,electronics,debit,20,5,1,0
C00137,22,Male,Islamabad,ISB-001,485,10,158418.78,344248.29,4,0,0,0,TXN0000982,2023-07-09,396860.76,travel,transfer,16,6,1,1
C00020,65,Male,Quetta,QTA-001,614,9,318710.49,152201.12,3,0,0,0,TXN0000147,2023-07-09,8399.71,grocery,transfer,17,6,1,0
C00115,28,Female,Islamabad,ISB-001,691,8,243014.3,282846.99,2,1,1,0,TXN0000811,2023-07-09,14820.17,electronics,transfer,9,6,1,0
C00208,23,Male,Quetta,QTA-001,421,8,285059.43,97853.02,4,1,0,0,TXN0001441,2023-07-09,19234.03,restaurant,transfer,19,6,1,0
C00165,43,Female,Karachi,KHI-001,729,3,206952.33,364472.34,3,1,0,1,TXN0001169,2023-07-10,6272.19,grocery,transfer,18,0,0,0
C00311,42,Male,Lahore,LHR-001,456,4,213772.52,133145.7,1,0,0,0,TXN0002165,2023-07-10,8390.84,atm,debit,9,0,0,0
C00017,43,Male,Karachi,KHI-001,773,0,413440.67,219615.93,4,0,1,0,TXN0000121,2023-07-10,35927.41,grocery,debit,8,0,0,0
C00116,30,Female,Islamabad,ISB-001,841,1,459635.09,64450.53,1,1,0,1,TXN0000820,2023-07-10,7096.39,travel,transfer,19,0,0,0
C00057,56,Male,Multan,MUL-001,616,0,270558.27,407910.96,1,1,1,0,TXN0000407,2023-07-11,28538.17,electronics,transfer,8,1,0,0
C00143,30,Male,Islamabad,ISB-001,442,1,314363.11,374725.2,4,0,1,0,TXN0001022,2023-07-11,4999.05,atm,debit,11,1,0,0
C00021,51,Male,Karachi,KHI-001,669,10,454393.73,526148.78,3,1,0,1,TXN0000157,2023-07-11,13228.4,online,transfer,9,1,0,0
C00210,49,Male,Islamabad,ISB-001,794,9,238177.4,425396.4,1,0,1,0,TXN0001458,2023-07-11,1414.59,online,debit,8,1,0,0
C00170,27,Female,Karachi,KHI-001,594,1,299549.24,263465.73,4,0,0,1,TXN0001196,2023-07-12,8571.77,online,transfer,15,2,0,0
C00066,25,Female,Karachi,KHI-001,625,2,11040.52,50285.88,2,1,1,1,TXN0000472,2023-07-12,7266.14,travel,credit,21,2,0,0
C00146,47,Male,Quetta,QTA-001,704,7,295789.53,595594.66,4,0,0,1,TXN0001043,2023-07-12,6647.98,grocery,credit,15,2,0,0
C00347,50,Male,Lahore,LHR-001,505,8,292474.82,471169.03,4,0,1,0,TXN0002416,2023-07-13,10496.98,grocery,transfer,17,3,0,0
C00188,27,Female,Karachi,KHI-001,408,3,424823.41,241180.42,4,0,1,0,TXN0001322,2023-07-13,20740.17,grocery,credit,16,3,0,0
C00420,58,Female,Islamabad,ISB-001,384,10,481250.38,589492.37,4,0,0,1,TXN0002942,2023-07-13,864757.72,atm,debit,15,3,0,1
C00059,38,Male,Islamabad,ISB-001,843,7,231215.11,573483.24,1,0,1,0,TXN0000425,2023-07-13,8957.12,restaurant,debit,12,3,0,0
C00298,50,Male,Islamabad,ISB-001,706,6,348121.73,458250.4,3,1,1,0,TXN0002062,2023-07-13,25950.84,restaurant,credit,16,3,0,0
C00233,69,Male,Karachi,KHI-001,689,2,74309.18,182971.65,3,0,0,1,TXN0001614,2023-07-13,52935.96,grocery,credit,15,3,0,0
C00334,54,Female,Lahore,LHR-001,709,1,211665.51,496819.24,1,1,0,0,TXN0002335,2023-07-13,6002.11,atm,transfer,18,3,0,0
C00296,56,Female,Karachi,KHI-001,812,0,452165.09,260844.58,4,0,0,1,TXN0002045,2023-07-13,5916.67,restaurant,debit,13,3,0,0
C00148,34,Male,Karachi,KHI-001,491,6,358459.3,241124.58,3,0,1,0,TXN0001059,2023-07-14,22229.34,grocery,transfer,21,4,0,0
C00418,36,Male,Islamabad,ISB-001,473,9,29147.87,40692.54,2,0,0,0,TXN0002925,2023-07-14,39047.64,online,transfer,20,4,0,0
C00253,60,Female,Karachi,KHI-001,592,8,458179.27,218142.47,1,0,0,0,TXN0001769,2023-07-14,17752.35,electronics,debit,18,4,0,0
C00027,43,Female,Karachi,KHI-001,552,0,450335.39,154072.7,4,1,0,0,TXN0000208,2023-07-14,12910.26,grocery,transfer,15,4,0,0
C00461,26,Female,Islamabad,ISB-001,732,2,191464.2,119115.71,1,1,0,0,TXN0003221,2023-07-14,2680.87,atm,debit,18,4,0,0
C00015,45,Male,Lahore,LHR-001,666,4,376498.45,287687.31,1,1,1,0,TXN0000111,2023-07-14,21002.43,grocery,credit,16,4,0,0
C00241,41,Female,Karachi,KHI-001,769,5,419862.95,470370.84,4,1,1,1,TXN0001679,2023-07-15,10153.47,online,transfer,9,5,1,0
C00363,24,Male,Karachi,KHI-001,768,0,59186.46,139929.74,1,0,1,0,TXN0002524,2023-07-15,6545.28,online,credit,12,5,1,0
C00297,46,Male,Lahore,LHR-001,823,7,325099.13,347671.97,4,0,0,0,TXN0002053,2023-07-15,22766.98,online,debit,20,5,1,0
C00079,35,Male,Lahore,LHR-001,829,8,73862.52,587381.18,2,1,1,0,TXN0000565,2023-07-15,880.05,online,debit,2,5,1,0
C00289,57,Female,Lahore,LHR-001,774,1,479294.54,551972.45,2,0,0,1,TXN0001996,2023-07-15,12960.55,electronics,credit,20,5,1,0
C00347,50,Male,Lahore,LHR-001,505,8,292474.82,471169.03,4,0,1,0,TXN0002415,2023-07-16,3350.15,grocery,credit,21,6,1,0
C00279,40,Female,Quetta,QTA-001,466,4,484011.2,288874.89,3,0,1,0,TXN0001936,2023-07-16,4173.97,grocery,transfer,15,6,1,0
C00246,40,Male,Karachi,KHI-001,761,4,479520.45,566890.2,3,1,1,0,TXN0001719,2023-07-16,6133.38,travel,debit,13,6,1,0
C00317,38,Female,Lahore,LHR-001,422,10,324050.59,365321.95,3,0,0,0,TXN0002211,2023-07-17,2377.77,electronics,credit,12,0,0,0
C00235,54,Female,Islamabad,ISB-001,495,4,136916.7,588033.52,2,1,1,0,TXN0001631,2023-07-17,18906.11,travel,debit,10,0,0,0
C00277,62,Female,Lahore,LHR-001,803,6,43493.85,374031.87,2,0,1,0,TXN0001912,2023-07-17,2003.55,electronics,credit,19,0,0,0
C00100,22,Female,Islamabad,ISB-001,656,9,419557.94,374586.48,2,0,0,0,TXN0000722,2023-07-17,9977.22,atm,credit,19,0,0,0
C00112,60,Female,Quetta,QTA-001,425,6,432441.48,303302.25,4,0,1,0,TXN0000790,2023-07-17,16879.26,electronics,debit,11,0,0,0
C00139,47,Female,Islamabad,ISB-001,729,9,216260.51,369312.69,4,0,0,0,TXN0000990,2023-07-18,6829.24,travel,withdrawal,13,1,0,0
C00326,59,Female,Karachi,KHI-001,800,3,288351.74,487877.41,1,0,0,0,TXN0002277,2023-07-18,23780.02,travel,credit,1,1,0,0
C00035,68,Male,Islamabad,ISB-001,545,8,37976.46,550628.18,1,1,1,0,TXN0000255,2023-07-18,7014.59,electronics,debit,16,1,0,0
C00361,44,Male,Islamabad,ISB-001,751,9,455617.86,304819.5,1,1,0,0,TXN0002505,2023-07-18,6991.65,atm,credit,14,1,0,0
C00164,28,Male,Lahore,LHR-001,753,4,434161.91,372034.3,1,1,1,0,TXN0001160,2023-07-18,51414.37,restaurant,debit,14,1,0,0
C00226,59,Male,Lahore,LHR-001,692,5,408451.94,450423.39,2,1,0,1,TXN0001565,2023-07-18,41381.36,online,debit,23,1,0,0
C00144,36,Female,Karachi,KHI-001,458,9,191974.34,484055.41,3,0,0,0,TXN0001028,2023-07-19,7149.63,online,debit,10,2,0,0
C00143,30,Male,Islamabad,ISB-001,442,1,314363.11,374725.2,4,1,1,0,TXN0001025,2023-07-19,41792.78,grocery,debit,15,2,0,0
C00239,50,Male,Lahore,LHR-001,510,4,249665.56,505291.23,4,1,0,0,TXN0001661,2023-07-19,797.62,electronics,debit,17,2,0,0
C00034,36,Female,Islamabad,ISB-001,390,2,268269.45,204734.07,4,0,0,1,TXN0000248,2023-07-20,7248.43,restaurant,debit,18,3,0,0
C00069,47,Female,Karachi,KHI-001,521,0,359508.64,233769.28,1,1,1,0,TXN0000499,2023-07-20,16959.89,travel,credit,9,3,0,0
C00015,45,Male,Lahore,LHR-001,666,4,376498.45,287687.31,1,1,1,0,TXN0000108,2023-07-20,14008.85,atm,debit,15,3,0,0
C00370,67,Male,Islamabad,ISB-001,654,9,491253.6,72734.58,1,0,1,0,TXN0002566,2023-07-20,4402.4,grocery,credit,14,3,0,0
C00110,26,Female,Multan,MUL-001,609,0,61562.31,384815.53,1,0,1,0,TXN0000779,2023-07-20,1351.55,grocery,debit,16,3,0,0
C00028,65,Female,Lahore,LHR-001,658,9,313930.26,91052.11,3,1,1,0,TXN0000212,2023-07-20,9999.21,online,transfer,12,3,0,0
C00135,35,Male,Karachi,KHI-001,567,5,96309.12,469925.38,4,1,0,0,TXN0000965,2023-07-20,6922.4,atm,debit,21,3,0,0
C00243,40,Male,Karachi,KHI-001,834,4,386601.13,485485.81,4,1,1,0,TXN0001696,2023-07-20,2431.73,restaurant,transfer,11,3,0,0
C00285,54,Female,Lahore,LHR-001,699,1,396056.71,320249.37,1,0,1,0,TXN0001972,2023-07-21,1235.38,grocery,transfer,21,4,0,0
C00236,30,Female,Peshawar,PEW-001,799,6,367431.37,249606.19,2,0,0,0,TXN0001644,2023-07-22,1548.46,restaurant,transfer,16,5,1,0
C00225,38,Female,Lahore,LHR-001,523,8,267182.53,566299.08,3,0,1,0,TXN0001556,2023-07-22,1063.01,grocery,transfer,14,5,1,0
C00182,22,Male,Karachi,KHI-001,654,7,74835.52,414858.62,3,1,1,0,TXN0001285,2023-07-22,434525.15,grocery,debit,17,5,1,1
C00471,35,Male,Lahore,LHR-001,796,0,378080.92,362091.48,1,1,1,0,TXN0003292,2023-07-23,9040.46,travel,debit,14,6,1,0
C00500,66,Male,Karachi,KHI-001,723,6,265876.93,147398.18,3,1,0,0,TXN0003489,2023-07-23,24704.0,restaurant,transfer,9,6,1,0
C00353,45,Female,Peshawar,PEW-001,670,8,367474.54,415997.81,4,1,0,0,TXN0002458,2023-07-23,3694.02,grocery,debit,21,6,1,0
C00274,58,Male,Islamabad,ISB-001,377,10,301151.6,355525.8,3,1,1,1,TXN0001897,2023-07-23,1480.93,grocery,withdrawal,21,6,1,0
C00027,43,Female,Karachi,KHI-001,552,0,450335.39,154072.7,4,1,0,0,TXN0000204,2023-07-23,33833.78,atm,credit,21,6,1,0
C00449,22,Male,Karachi,KHI-001,692,3,410873.72,130587.96,3,1,0,0,TXN0003144,2023-07-24,11793.59,travel,withdrawal,16,0,0,0
C00391,56,Female,Peshawar,PEW-001,693,6,300650.67,385607.24,4,0,1,0,TXN0002722,2023-07-24,17263.61,online,debit,8,0,0,0
C00319,69,Female,Quetta,QTA-001,835,2,185525.14,441876.04,3,0,0,1,TXN0002218,2023-07-24,15043.0,atm,debit,14,0,0,0
C00254,39,Male,Karachi,KHI-001,492,0,362158.77,525205.65,1,0,0,1,TXN0001780,2023-07-25,14946.05,grocery,withdrawal,14,1,0,0
C00324,51,Male,Lahore,LHR-001,703,5,223310.92,109004.69,3,1,0,0,TXN0002258,2023-07-25,6295.49,restaurant,credit,2,1,0,0
C00165,43,Female,Karachi,KHI-001,729,3,206952.33,364472.34,3,0,0,1,TXN0001166,2023-07-25,2668.55,restaurant,withdrawal,12,1,0,0
C00241,41,Female,Karachi,KHI-001,769,5,419862.95,470370.84,4,0,1,1,TXN0001678,2023-07-25,11837.81,online,withdrawal,16,1,0,0
C00084,66,Female,Karachi,KHI-001,780,4,55595.27,415415.86,2,1,1,0,TXN0000609,2023-07-25,5888.68,online,withdrawal,13,1,0,0
C00220,53,Male,Peshawar,PEW-001,599,1,70476.72,231885.95,2,1,0,1,TXN0001515,2023-07-25,1352.81,grocery,transfer,15,1,0,0
C00368,24,Male,Peshawar,PEW-001,475,7,133196.41,183854.95,3,1,0,1,TXN0002551,2023-07-25,16646.9,restaurant,transfer,16,1,0,0
C00369,61,Female,Islamabad,ISB-001,744,5,296334.34,393928.67,2,1,1,0,TXN0002563,2023-07-26,7197.64,online,debit,15,2,0,0
C00064,27,Male,Karachi,KHI-001,674,6,207432.81,97563.75,3,0,1,0,TXN0000460,2023-07-26,1296.92,electronics,withdrawal,8,2,0,0
C00470,50,Male,Quetta,QTA-001,441,3,93851.18,562329.21,3,0,1,0,TXN0003284,2023-07-26,15692.58,travel,transfer,16,2,0,0
C00061,61,Female,Karachi,KHI-001,818,4,253632.73,445599.77,3,0,0,1,TXN0000438,2023-07-26,832562.09,online,transfer,13,2,0,1
C00023,23,Female,Islamabad,ISB-001,725,2,296211.8,355140.16,4,1,0,0,TXN0000171,2023-07-26,6733.32,restaurant,debit,11,2,0,0
C00461,26,Female,Islamabad,ISB-001,732,2,191464.2,119115.71,1,0,0,0,TXN0003223,2023-07-27,7260.4,grocery,credit,8,3,0,0
C00216,40,Male,Lahore,LHR-001,650,7,204262.27,584934.74,1,1,1,0,TXN0001488,2023-07-27,523554.25,online,withdrawal,21,3,0,1
C00219,47,Male,Peshawar,PEW-001,825,0,213743.45,332168.83,4,0,1,1,TXN0001511,2023-07-27,634148.59,atm,transfer,12,3,0,1
C00480,47,Female,Karachi,KHI-001,784,0,33670.63,502112.43,3,0,0,1,TXN0003358,2023-07-27,31343.28,atm,transfer,10,3,0,0
C00264,56,Female,Karachi,KHI-001,680,9,421557.18,544770.36,2,1,1,0,TXN0001836,2023-07-27,7006.07,atm,credit,0,3,0,0
C00031,63,Female,Islamabad,ISB-001,792,9,290855.7,336998.46,1,0,0,1,TXN0000233,2023-07-27,10931.63,grocery,transfer,20,3,0,0
C00323,67,Female,Lahore,LHR-001,713,10,267481.24,332589.38,2,1,0,0,TXN0002254,2023-07-27,1630.99,restaurant,credit,10,3,0,0
C00476,67,Male,Islamabad,ISB-001,460,10,87356.91,543026.51,4,0,1,1,TXN0003321,2023-07-28,358763.84,atm,transfer,20,4,0,1
C00051,49,Female,Karachi,KHI-001,411,7,75848.35,123765.16,3,0,1,0,TXN0000369,2023-07-28,2287.54,online,transfer,19,4,0,0
C00291,61,Male,Karachi,KHI-001,768,2,321279.95,100994.27,2,1,0,1,TXN0002012,2023-07-28,7315.99,online,transfer,16,4,0,0
C00485,57,Female,Multan,MUL-001,453,4,225749.36,170228.76,2,0,1,1,TXN0003388,2023-07-29,215089.6,travel,withdrawal,18,5,1,1
C00303,56,Female,Islamabad,ISB-001,572,3,499679.98,542160.0,1,0,1,0,TXN0002101,2023-07-29,17279.81,electronics,debit,21,5,1,0
C00378,63,Male,Karachi,KHI-001,465,6,419723.74,48859.81,2,1,0,0,TXN0002618,2023-07-29,236284.05,grocery,transfer,21,5,1,1
C00126,65,Female,Islamabad,ISB-001,771,5,142405.65,274303.88,1,1,0,0,TXN0000898,2023-07-29,12220.08,grocery,transfer,18,5,1,0
C00125,56,Male,Karachi,KHI-001,436,0,391345.38,163514.23,1,0,1,0,TXN0000893,2023-07-29,2494.26,grocery,debit,16,5,1,0
C00231,43,Male,Islamabad,ISB-001,526,1,361500.28,171354.32,4,1,1,0,TXN0001602,2023-07-30,5929.53,online,debit,20,6,1,0
C00337,54,Female,Lahore,LHR-001,509,2,5117.57,102890.43,4,1,0,0,TXN0002357,2023-07-30,4098.81,grocery,debit,16,6,1,0
C00039,28,Female,Islamabad,ISB-001,351,4,169743.81,40689.83,2,1,1,0,TXN0000272,2023-07-31,1482.68,atm,credit,8,0,0,0
C00416,63,Female,Quetta,QTA-001,386,5,7515.66,276705.9,1,1,1,0,TXN0002901,2023-07-31,51642.22,online,withdrawal,19,0,0,0
C00027,43,Female,Karachi,KHI-001,552,0,450335.39,154072.7,4,0,0,0,TXN0000206,2023-07-31,497491.04,atm,transfer,13,0,0,1
C00424,65,Female,Lahore,LHR-001,623,4,35450.93,585532.19,4,1,1,0,TXN0002968,2023-07-31,33800.09,grocery,debit,13,0,0,0
C00237,27,Male,Quetta,QTA-001,673,5,129111.68,49808.95,1,1,1,0,TXN0001649,2023-08-01,6476.14,healthcare,debit,15,1,0,0
C00483,42,Female,Islamabad,ISB-001,601,7,495123.44,307811.05,1,1,1,0,TXN0003374,2023-08-01,3151.97,online,transfer,8,1,0,0
C00221,27,Male,Lahore,LHR-001,802,0,450783.29,338057.19,1,0,0,0,TXN0001518,2023-08-01,5926.64,travel,debit,14,1,0,0
