customer_number,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
C000382,487,69,10,281407.81,1,1,0,573417.34,Quetta,Male,1
C000383,678,46,2,69783.41,1,1,1,269495.01,Karachi,Female,0
C000384,750,60,1,279080.43,2,0,1,530899.05,Karachi,Male,0
C000385,588,52,5,385170.62,2,0,0,498124.62,Peshawar,Male,0
C000386,800,36,10,359208.1,3,0,0,495039.35,Karachi,Male,0
C000387,824,68,4,370859.5,1,1,0,160796.21,Karachi,Female,1
C000388,658,63,3,139586.92,2,0,1,290500.22,Karachi,Male,0
C000389,768,56,3,36868.76,3,1,1,218053.12,Lahore,Male,0
C000390,353,59,7,74481.82,2,1,0,583430.16,Islamabad,Male,0
C000391,673,71,9,477753.24,3,1,1,530976.81,Peshawar,Male,0
C000392,718,43,2,306756.99,2,0,1,179957.25,Lahore,Male,0
C000393,701,26,0,363949.8,1,1,0,215571.4,Lahore,Female,0
C000394,451,69,4,449532.3,4,1,1,336189.17,Lahore,Male,0
C000395,744,34,7,426377.28,4,0,1,196019.24,Islamabad,Male,0
C000396,393,53,2,109200.92,3,0,1,501736.78,Islamabad,Female,0
C000397,468,24,1,29030.02,4,0,1,498769.52,Peshawar,Female,0
C000398,537,36,0,462564.1,4,1,1,445630.65,Quetta,Female,0
C000399,580,48,3,490834.15,3,1,1,426013.71,Karachi,Male,0
C000400,842,48,10,283672.1,4,0,0,346488.84,Lahore,Female,0
C000401,803,51,1,444200.96,2,1,0,234382.86,Lahore,Male,1
C000402,539,27,7,115908.02,2,1,0,508685.53,Karachi,Female,0
C000403,832,46,10,55519.35,2,0,1,520946.02,Karachi,Male,0
C000404,459,49,9,249908.47,1,1,1,67725.3,Peshawar,Male,0
C000405,765,43,8,405591.71,2,1,1,263226.87,Lahore,Female,0
C000406,651,25,9,327326.81,4,0,0,54911.45,Lahore,Male,0
C000407,628,36,0,318660.08,4,0,0,510107.34,Lahore,Male,1
C000408,455,47,1,8729.45,2,1,1,139172.22,Islamabad,Female,1
C000409,514,39,5,158746.45,1,1,1,417365.39,Karachi,Male,0
C000410,475,30,9,469747.89,2,0,1,240130.46,Lahore,Female,0
C000411,695,25,6,67136.77,1,0,1,496996.65,Lahore,Female,0
C000412,447,69,1,363182.97,1,0,1,325424.66,Peshawar,Male,0
C000413,835,71,7,379655.58,2,0,0,221665.08,Lahore,Male,0
C000414,680,26,9,366416.62,1,0,0,221367.57,Peshawar,Female,1
C000415,719,66,8,494642.45,4,0,1,223079.26,Lahore,Male,0
C000416,791,27,7,204604.11,2,0,0,481604.36,Quetta,Female,0
C000417,469,33,8,341096.7,4,0,1,438224.74,Peshawar,Male,0
C000418,690,52,5,96827.56,1,1,0,218759.9,Lahore,Female,0
C000419,648,68,10,199854.96,3,0,1,314516.53,Lahore,Male,0
C000420,693,30,6,245780.3,2,0,1,82645.9,Lahore,Female,0
C000421,492,28,5,107413.77,3,0,1,503400.15,Islamabad,Male,0
C000422,544,50,6,453405.37,3,1,1,188934.69,Lahore,Female,0
C000423,479,35,2,358098.92,3,1,0,537966.08,Lahore,Male,0
C000424,804,41,3,141878.88,3,0,1,374206.15,Lahore,Female,0
C000425,738,69,8,67478.22,4,0,1,357979.29,Islamabad,Male,0
C000426,786,53,2,143933.66,2,1,1,131122.5,Karachi,Male,0
C000427,778,43,1,311492.69,4,0,1,78939.8,Karachi,Female,0
C000428,453,57,10,413204.32,1,1,0,349465.29,Karachi,Male,1
C000429,442,65,6,251584.13,2,0,0,302073.91,Karachi,Male,0
C000430,646,39,5,51247.34,2,0,0,107022.5,Lahore,Male,0
C000431,796,61,2,124657.43,4,1,1,507929.12,Islamabad,Female,0
C000432,829,70,5,172571.96,1,1,0,273654.47,Lahore,Male,0
C000433,571,46,6,318068.13,3,1,1,185856.37,Karachi,Male,0
C000434,549,52,5,123321.69,1,1,0,481432.37,Lahore,Female,0
C000435,637,56,0,116964.2,4,1,0,551315.93,Quetta,Male,1
C000436,711,47,0,143100.93,4,1,1,211339.11,Karachi,Male,0
C000437,607,25,8,296264.52,4,1,0,474531.94,Quetta,Female,0
C000438,359,63,5,246315.14,3,1,1,405411.01,Karachi,Male,0
C000439,520,69,1,420817.98,2,1,0,594247.56,Karachi,Female,1
C000440,724,41,10,348966.16,1,0,1,154235.92,Islamabad,Male,0
C000441,776,55,0,333410.94,1,0,1,577980.24,Lahore,Female,0
C000442,450,33,10,77325.03,3,0,1,216552.35,Islamabad,Female,0
C000443,459,37,1,27613.9,4,0,1,270694.41,Peshawar,Male,0
C000444,596,63,7,254999.43,1,0,0,240942.46,Karachi,Female,0
C000445,672,26,4,35820.83,2,1,1,190332.39,Islamabad,Female,0
C000446,593,65,6,182008.96,1,0,0,428204.65,Lahore,Male,1
C000447,372,56,6,13056.17,4,0,1,369921.38,Peshawar,Male,1
C000448,703,65,1,88404.49,1,0,1,211187.49,Lahore,Female,0
C000449,815,48,3,55183.93,4,1,1,114038.98,Karachi,Male,0
C000450,574,22,1,400492.5,2,1,1,217730.36,Lahore,Male,0
C000451,702,55,6,173063.08,3,1,0,253489.53,Quetta,Female,0
C000452,793,64,4,39423.26,4,0,0,253165.93,Karachi,Female,0
C000453,814,53,0,132740.1,4,0,1,240065.34,Karachi,Male,0
C000454,611,65,1,341404.04,1,0,0,67284.6,Karachi,Male,0
C000455,618,60,5,372817.64,3,0,0,299858.54,Islamabad,Male,0
C000456,370,54,3,59932.56,4,0,1,508276.53,Karachi,Female,0
C000457,828,52,6,389283.22,1,0,0,141005.12,Karachi,Female,1
C000458,663,34,1,185279.58,2,1,1,121568.11,Lahore,Male,0
C000459,469,66,1,339691.33,3,1,1,304236.59,Karachi,Female,0
C000460,818,23,5,335753.89,1,1,0,247537.69,Karachi,Male,0
C000461,830,51,7,396796.36,3,1,0,354317.16,Lahore,Female,1
C000462,761,31,0,348591.39,4,0,1,570361.61,Lahore,Male,0
C000463,469,44,4,19434.18,1,0,1,466096.3,Karachi,Male,1
C000464,547,54,0,259740.56,2,0,1,424752.57,Karachi,Male,0
C000465,485,60,10,83090.59,2,0,0,272924.69,Lahore,Male,1
C000466,426,66,5,484982.27,1,0,1,200921.51,Islamabad,Male,0
C000467,703,50,6,127917.27,1,0,1,342547.9,Lahore,Male,0
C000468,407,51,5,210053.68,3,0,1,535848.38,Lahore,Female,0
C000469,773,55,8,98351.08,1,0,1,530975.81,Karachi,Female,0
C000470,435,60,2,67294.57,3,1,1,289488.37,Karachi,Female,0
C000471,350,38,7,300464.8,4,0,0,177883.4,Peshawar,Male,0
C000472,426,43,2,246589.82,1,1,0,166192.89,Karachi,Male,0
C000473,798,26,10,187329.87,4,0,0,59033.51,Lahore,Male,0
C000474,359,32,6,42709.51,2,0,0,511891.98,Peshawar,Male,1
C000475,793,43,4,367979.68,3,1,0,188309.3,Islamabad,Male,0
C000476,418,53,0,2928.15,3,0,1,241039.52,Islamabad,Male,0
C000477,497,45,10,228830.79,2,0,0,493161.04,Islamabad,Male,1
C000478,411,32,3,316285.99,4,1,1,107213.47,Karachi,Female,1
C000479,362,32,10,215355.42,3,0,0,298291.08,Quetta,Female,0
C000480,535,38,8,63104.49,2,1,0,108511.17,Peshawar,Male,1
C000481,514,53,7,389124.94,2,0,1,287435.2,Karachi,Female,0
C000482,359,40,2,161971.98,2,0,0,66398.16,Islamabad,Male,0
C000483,608,48,1,67377.78,1,1,0,329868.78,Lahore,Male,0
C000484,511,53,10,275132.91,4,0,1,485597.44,Islamabad,Male,0
C000485,639,46,8,9585.78,2,1,0,418726.14,Karachi,Female,1
C000486,763,49,0,162031.85,4,0,0,325134.65,Lahore,Male,1
C000487,770,61,8,375321.18,3,0,0,504104.88,Karachi,Female,0
C000488,545,48,6,456355.66,1,1,1,167561.27,Lahore,Male,0
C000489,383,35,1,295863.73,2,0,0,505245.92,Karachi,Male,0
C000490,509,63,10,108805.79,2,1,0,194763.55,Lahore,Male,0
C000491,434,60,4,110000.08,2,0,1,242992.35,Islamabad,Female,0
C000492,407,23,1,301935.83,3,1,0,111920.91,Peshawar,Male,1
C000493,710,38,4,203380.85,1,1,1,96982.66,Karachi,Female,0
C000494,757,22,6,88632.15,4,1,1,561982.45,Peshawar,Male,0
C000495,614,66,4,393698.52,4,1,1,146387.82,Lahore,Male,0
C000496,646,53,1,100121.52,4,0,1,226645.85,Islamabad,Female,0
C000497,757,40,10,160820.42,4,1,0,336324.95,Lahore,Male,0
C000498,374,35,4,30714.72,4,0,0,234805.59,Peshawar,Male,1
C000499,385,52,9,350686.06,4,0,1,527274.64,Islamabad,Male,0
C000500,613,39,5,137638.96,4,0,0,544400.27,Lahore,Female,0
C000501,731,35,4,116433.48,1,1,0,222554.66,Karachi,Female,0
C000502,463,68,1,151679.14,1,1,0,91535.51,Quetta,Male,1
C000503,454,35,5,437065.27,3,0,1,157688.61,Islamabad,Female,0
C000504,442,45,5,259009.29,2,0,0,305660.04,Lahore,Female,1
C000505,438,26,1,78942.36,1,0,1,201549.38,Karachi,Male,0
C000506,792,37,3,387240.44,2,1,1,293944.45,Islamabad,Male,0
C000507,512,26,6,104226.62,3,1,0,464873.96,Quetta,Female,0
C000508,387,34,0,206238.07,1,1,0,275557.52,Karachi,Female,0
C000509,441,37,0,284037.91,3,0,1,150318.58,Peshawar,Male,0
C000510,468,36,10,292221.46,1,1,1,240461.88,Karachi,Female,0
C000511,560,52,10,34516.06,1,1,1,456069.48,Quetta,Male,0
C000512,509,26,5,418402.25,4,1,0,277474.79,Islamabad,Female,0
C000513,450,42,6,239715.38,2,1,1,179741.2,Karachi,Male,0
C000514,718,51,4,494630.35,3,0,0,279350.52,Karachi,Male,1
C000515,528,44,9,358721.2,4,0,0,294691.75,Lahore,Male,0
C000516,633,59,7,496284.45,1,0,0,205971.23,Lahore,Male,1
C000517,789,50,10,226737.62,1,0,0,597583.65,Peshawar,Male,0
C000518,704,34,3,70390.7,3,1,1,469870.57,Islamabad,Female,0
C000519,741,53,2,363654.69,2,0,1,427774.79,Lahore,Female,0
C000520,646,69,6,388880.14,3,0,1,518725.51,Peshawar,Female,0
C000521,723,63,3,426417.63,1,0,1,413194.75,Lahore,Male,0
C000522,372,48,0,150724.51,4,0,1,482948.99,Islamabad,Female,1
C000523,787,55,10,255341.99,3,0,1,271014.36,Islamabad,Male,0
C000524,837,66,7,428752.79,4,1,1,320208.19,Peshawar,Male,0
C000525,843,70,4,432368.12,2,0,0,66317.97,Karachi,Male,0
C000526,628,54,7,12841.92,2,1,1,197161.98,Lahore,Male,0
C000527,381,25,7,335458.39,4,1,0,246086.95,Lahore,Male,0
C000528,487,39,4,300843.67,2,1,0,390263.33,Lahore,Male,0
C000529,430,27,7,41668.89,4,0,1,299958.32,Lahore,Female,0
C000530,768,49,6,465068.04,4,0,1,380389.43,Islamabad,Female,1
C000531,704,65,2,222686.15,4,1,1,439463.31,Karachi,Female,0
C000532,668,48,3,337128.86,2,0,1,63922.45,Lahore,Male,0
C000533,544,47,10,441398.9,4,1,0,184635.54,Karachi,Female,1
C000534,641,41,6,65060.54,2,1,0,135706.17,Karachi,Male,1
C000535,442,34,3,427921.57,4,0,0,144974.87,Islamabad,Female,0
C000536,782,49,5,362152.81,4,0,0,321750.22,Karachi,Male,0
C000537,395,55,1,419796.16,2,1,1,454388.11,Karachi,Male,0
C000538,376,70,1,247417.85,4,0,0,192755.14,Lahore,Male,1
C000539,764,44,2,16742.43,4,1,0,501691.57,Karachi,Female,1
C000540,511,31,9,335257.92,2,1,1,539775.65,Karachi,Male,0
C000541,681,51,6,187266.21,1,0,1,236298.97,Peshawar,Female,0
C000542,450,43,2,201207.92,3,1,1,421559.66,Islamabad,Female,0
C000543,536,26,2,220631.1,2,0,0,105547.6,Karachi,Male,0
C000544,787,65,3,246454.82,4,0,1,456655.84,Karachi,Male,1
C000545,822,71,9,330967.12,3,1,1,132413.37,Peshawar,Female,0
C000546,543,30,5,363387.84,3,0,0,424952.85,Karachi,Male,0
C000547,507,64,0,388421.14,4,1,1,276264.0,Lahore,Female,0
C000548,841,25,5,335803.1,4,0,0,559935.54,Lahore,Female,0
C000549,806,63,7,401739.71,1,1,1,300097.93,Islamabad,Male,0
C000550,756,22,7,61074.6,4,1,1,57305.58,Quetta,Male,0
C000551,358,55,5,418408.83,3,1,1,309174.66,Lahore,Female,0
C000552,561,62,5,193639.54,4,0,1,485479.3,Lahore,Female,0
C000553,788,47,2,264388.34,3,1,0,402367.23,Islamabad,Male,0
C000554,734,39,1,216889.7,2,1,0,581136.51,Quetta,Male,1
C000555,661,37,6,237858.6,2,1,0,512232.59,Peshawar,Female,0
C000556,516,44,7,142713.84,3,0,1,334868.93,Islamabad,Male,0
C000557,692,67,9,84975.46,2,1,0,155651.52,Peshawar,Female,1
C000558,623,57,5,52447.37,1,1,0,42113.79,Karachi,Female,0
C000559,647,47,4,225699.42,3,1,1,589081.34,Lahore,Female,0
C000560,829,23,3,62630.5,3,0,0,565459.03,Karachi,Male,0
C000561,460,65,0,122494.24,4,1,0,193520.64,Karachi,Female,0
C000562,678,26,8,66807.94,1,0,0,397400.84,Lahore,Male,0
C000563,552,50,10,54560.62,4,0,1,448374.16,Peshawar,Male,0
C000564,597,25,9,441230.57,1,0,0,363687.54,Lahore,Male,0
C000565,414,68,3,337012.98,1,0,1,512058.54,Islamabad,Male,0
C000566,552,56,1,461879.56,1,0,1,83581.8,Karachi,Female,0
C000567,510,43,3,322006.08,3,1,0,542036.66,Islamabad,Female,0
C000568,763,70,10,421975.51,2,1,0,259530.65,Lahore,Male,0
C000569,482,29,4,277649.29,2,0,0,309186.41,Islamabad,Male,0
C000570,527,65,1,231315.03,4,0,1,289050.84,Karachi,Male,0
C000571,542,42,6,264238.7,4,1,0,337520.28,Lahore,Male,1
C000572,615,29,2,160112.75,2,1,1,374974.34,Lahore,Female,0
C000573,409,26,7,328986.2,2,1,0,437792.32,Lahore,Male,0
C000574,554,42,3,448587.45,1,0,1,333966.59,Karachi,Female,0
C000575,504,48,10,391176.72,4,1,0,423473.02,Lahore,Female,0
C000576,421,59,4,231000.01,4,1,1,229446.57,Lahore,Male,0
C000577,505,26,2,476959.54,4,0,1,564541.29,Islamabad,Male,0
C000578,522,42,10,492711.55,4,0,1,76137.37,Islamabad,Male,0
C000579,657,29,4,246550.3,2,1,0,345502.74,Peshawar,Male,1
C000580,799,43,8,432319.92,2,1,1,88941.86,Lahore,Male,0
C000581,411,39,10,2385.13,3,0,1,287949.54,Karachi,Male,1
C000582,722,25,1,33327.8,3,1,1,184246.12,Islamabad,Female,0
C000583,809,25,6,11194.7,2,1,0,564665.93,Lahore,Male,0
C000584,824,58,9,386581.5,1,1,1,47322.22,Karachi,Female,0
C000585,730,36,7,39889.56,2,1,1,259074.03,Islamabad,Male,0
C000586,554,59,2,8525.27,1,1,0,477943.94,Karachi,Male,1
C000587,409,48,10,73709.39,4,0,1,145538.39,Karachi,Male,0
C000588,435,42,3,153147.4,3,1,0,496729.39,Islamabad,Male,0
C000589,773,69,10,232350.34,1,1,0,521446.05,Islamabad,Male,0
C000590,492,67,9,32701.64,4,0,0,436481.68,Islamabad,Female,1
C000591,700,67,1,249491.12,2,1,0,157078.74,Karachi,Female,0
C000592,356,69,9,124030.73,3,1,1,192341.65,Peshawar,Female,0
C000593,644,25,8,137185.75,2,0,0,133483.45,Islamabad,Female,0
C000594,846,32,2,410951.13,4,0,1,143075.69,Islamabad,Female,0
C000595,528,40,8,493461.79,4,1,0,60435.69,Islamabad,Female,0
C000596,576,40,6,231932.01,2,0,1,520096.45,Lahore,Male,0
C000597,356,48,5,160885.35,4,1,1,335961.28,Karachi,Female,0
C000598,489,61,10,465724.09,4,1,1,223545.17,Islamabad,Female,0
C000599,363,63,10,250224.22,1,0,1,202163.12,Islamabad,Female,0
C000600,383,49,2,365176.79,2,0,1,345029.93,Karachi,Male,1
C000601,727,26,10,206870.02,2,1,0,222943.5,Islamabad,Male,0
C000602,772,69,6,101274.29,3,1,1,523682.07,Lahore,Female,0
C000603,589,46,10,327442.56,1,1,1,158136.16,Lahore,Female,0
C000604,678,24,2,332421.32,1,0,1,534089.0,Lahore,Female,0
C000605,669,47,10,230091.93,4,0,0,411891.77,Karachi,Female,0
C000606,446,31,5,134974.82,3,1,0,575712.36,Karachi,Male,0
C000607,617,45,7,415906.75,3,1,0,48460.06,Islamabad,Male,0
C000608,475,50,4,137659.06,1,1,0,73093.52,Karachi,Female,0
C000609,383,66,10,329511.99,3,1,0,320500.97,Karachi,Male,1
C000610,632,28,10,191992.81,1,1,0,550932.14,Quetta,Female,0
C000611,755,65,2,236240.34,3,1,1,449245.17,Karachi,Female,0
C000612,367,44,5,105701.33,1,1,0,388396.12,Islamabad,Male,0
C000613,779,67,7,324739.97,1,1,1,57697.21,Peshawar,Male,0
C000614,777,48,9,112912.92,4,1,1,238331.72,Lahore,Female,0
C000615,751,63,2,242857.02,4,0,1,233677.62,Islamabad,Male,0
C000616,642,30,10,164229.7,3,0,1,343567.98,Quetta,Male,0
C000617,740,65,10,481802.87,4,1,1,184383.56,Peshawar,Female,0
C000618,417,24,4,491110.55,2,1,1,189607.2,Lahore,Female,0
C000619,586,34,8,376745.65,2,0,0,387682.05,Lahore,Female,0
C000620,429,27,9,491958.75,3,0,1,568957.82,Lahore,Male,0
C000621,435,59,9,56775.32,1,0,0,409700.3,Islamabad,Male,0
C000622,409,42,2,496162.33,4,0,1,414152.87,Peshawar,Female,1
C000623,397,40,10,51777.96,3,1,1,592280.3,Islamabad,Female,0
C000624,528,46,1,207725.89,2,1,1,125947.77,Lahore,Female,0
C000625,705,60,10,119473.79,1,0,1,58947.47,Lahore,Male,0
C000626,433,25,7,476922.98,4,1,0,457487.81,Karachi,Male,0
C000627,444,43,6,317894.97,1,1,0,285720.96,Karachi,Male,0
C000628,657,26,8,298563.77,1,1,0,280141.08,Islamabad,Male,0
C000629,601,22,3,498719.25,4,0,0,166169.89,Karachi,Male,0
C000630,830,71,2,306213.05,4,0,1,323843.3,Karachi,Female,0
C000631,682,38,9,323079.94,2,1,1,287616.51,Islamabad,Male,0
C000632,529,30,4,22387.15,2,0,0,233452.0,Karachi,Male,0
C000633,433,30,10,429525.3,1,0,1,287937.29,Peshawar,Male,0
C000634,659,45,0,485044.72,1,0,1,254947.47,Karachi,Female,0
C000635,774,31,4,480155.58,2,1,0,566341.96,Peshawar,Female,0
C000636,775,41,2,110552.8,2,1,0,588940.93,Lahore,Female,1
C000637,835,38,0,112957.67,1,1,1,510344.52,Karachi,Female,0
C000638,499,34,2,183023.56,3,0,0,594631.89,Islamabad,Female,0
C000639,388,50,4,155105.04,3,0,1,188802.88,Peshawar,Female,0
C000640,628,57,4,152807.32,3,1,1,512038.06,Lahore,Male,0
C000641,653,44,9,302608.36,4,0,1,267712.25,Islamabad,Male,0
C000642,462,48,7,402804.0,2,0,1,457836.38,Quetta,Male,0
C000643,725,39,10,468384.08,3,0,1,152779.88,Karachi,Male,0
C000644,766,39,0,33930.24,3,0,1,494695.41,Islamabad,Female,0
C000645,476,30,6,138989.24,2,1,1,86740.08,Karachi,Male,1
C000646,390,24,4,127506.89,4,1,0,191512.32,Lahore,Female,1
C000647,507,28,2,178719.83,3,0,0,500293.47,Karachi,Male,0
C000648,555,36,3,212167.13,4,1,0,458409.16,Lahore,Male,0
C000649,396,51,2,194585.74,4,1,0,320698.18,Karachi,Male,0
C000650,833,30,7,476073.6,1,1,0,416763.95,Karachi,Female,0
C000651,534,62,3,218564.53,2,0,1,143921.45,Lahore,Female,0
C000652,421,48,2,275796.29,1,1,1,413947.63,Lahore,Female,0
C000653,406,57,1,374316.64,3,0,0,44466.65,Lahore,Female,1
C000654,588,39,2,362542.4,1,1,1,506600.89,Lahore,Male,0
C000655,411,52,6,291482.28,2,1,0,329121.06,Karachi,Male,1
C000656,691,38,5,430416.01,4,1,1,568571.93,Peshawar,Female,0
C000657,406,27,9,312090.65,4,1,1,307771.99,Lahore,Female,0
C000658,801,60,4,437379.42,3,0,1,282528.88,Karachi,Male,0
C000659,592,46,7,151382.88,2,1,0,292029.57,Lahore,Male,0
C000660,832,63,10,66011.84,4,1,1,241448.03,Islamabad,Female,0
C000661,677,63,0,409760.23,3,1,0,133338.05,Karachi,Male,1
C000662,831,59,2,191258.95,2,1,1,511555.13,Karachi,Female,0
C000663,473,59,1,325542.29,2,1,0,257887.83,Islamabad,Female,1
C000664,819,52,1,368655.6,1,0,0,336300.72,Lahore,Male,0
C000665,502,50,10,163355.24,4,0,0,51136.67,Lahore,Male,0
C000666,604,61,0,252581.69,2,0,1,73742.17,Peshawar,Female,0
C000667,566,30,4,447463.26,4,0,1,374422.61,Karachi,Female,0
C000668,773,22,4,439896.62,4,1,1,532367.73,Lahore,Female,0
C000669,581,37,2,374678.54,2,0,1,316301.66,Karachi,Female,1
C000670,366,59,8,381369.77,4,0,0,132385.77,Karachi,Female,1
C000671,429,44,5,448842.22,1,1,1,105031.3,Karachi,Male,1
C000672,845,29,9,368166.19,3,0,0,543881.28,Lahore,Female,0
C000673,525,68,5,169792.68,3,0,0,432917.2,Karachi,Male,0
C000674,388,33,9,60391.34,2,1,1,581069.51,Lahore,Male,0
C000675,492,31,5,210942.05,1,0,0,86115.23,Quetta,Male,0
C000676,366,37,1,43671.71,3,0,1,545463.2,Islamabad,Male,0
C000677,598,68,10,57885.39,1,0,1,513554.1,Karachi,Male,1
C000678,384,64,9,475086.05,2,0,1,540183.7,Karachi,Female,1
C000679,638,45,9,337943.48,1,1,0,43227.26,Lahore,Male,0
C000680,837,60,7,425804.35,2,0,1,455465.95,Lahore,Female,0
C000681,836,29,5,321449.6,3,1,0,347405.34,Quetta,Female,0
C000682,495,32,2,209270.01,3,1,1,360980.48,Quetta,Male,0
C000683,763,62,9,12579.39,3,1,1,302753.11,Lahore,Male,0
C000684,564,47,8,477918.52,3,1,1,455899.07,Karachi,Male,0
C000685,514,28,1,35466.24,4,0,0,599910.0,Peshawar,Male,0
C000686,460,36,6,305081.53,1,0,0,437901.48,Islamabad,Male,0
C000687,484,36,2,51101.61,1,0,0,419708.23,Lahore,Male,0
C000688,423,69,5,142073.84,1,1,1,406485.12,Lahore,Male,0
C000689,813,24,4,92908.73,2,1,1,429318.54,Lahore,Male,0
C000690,505,37,5,276858.46,3,1,0,231582.98,Peshawar,Male,0
C000691,564,36,7,443537.67,3,0,1,219323.06,Karachi,Female,0
C000692,703,46,2,317811.15,4,0,1,479229.27,Islamabad,Male,0
C000693,623,54,1,332094.01,4,0,1,69729.29,Karachi,Male,0
C000694,780,35,7,454465.75,3,0,1,465178.73,Peshawar,Male,0
C000695,628,45,0,374712.61,1,0,0,495751.29,Lahore,Male,1
C000696,848,32,1,432977.92,1,0,0,332094.86,Karachi,Female,0
C000697,497,24,9,208196.05,3,1,0,549682.93,Karachi,Male,0
C000698,380,30,0,432678.17,2,1,0,304928.96,Lahore,Male,1
C000699,363,27,4,322930.69,1,0,1,139728.53,Karachi,Female,1
C000700,372,52,7,67803.89,3,1,0,242383.24,Lahore,Male,0
C000701,351,37,1,19356.25,3,0,0,547285.8,Karachi,Male,0
C000702,762,32,3,122017.21,4,1,1,596493.44,Karachi,Male,0
C000703,527,71,3,189174.82,4,0,0,276238.22,Lahore,Male,0
C000704,678,38,10,418783.93,3,0,1,133434.07,Lahore,Male,0
C000705,408,70,10,370622.28,2,0,1,200344.4,Lahore,Female,1
C000706,638,24,6,477687.86,3,1,0,349845.95,Lahore,Male,0
C000707,525,40,0,279587.4,1,0,0,360373.71,Lahore,Female,0
C000708,521,45,8,373870.83,2,1,0,392833.27,Lahore,Female,0
C000709,745,68,2,137641.69,2,0,1,507797.89,Karachi,Female,1
C000710,432,63,5,339788.95,4,1,1,438279.92,Karachi,Female,0
C000711,775,29,9,353075.6,3,1,0,186070.53,Karachi,Female,0
C000712,817,70,4,424207.66,4,0,1,261224.67,Islamabad,Male,0
C000713,834,57,3,268201.76,1,0,0,510297.29,Lahore,Male,0
C000714,572,61,8,324502.57,4,0,1,394694.3,Lahore,Female,0
C000715,384,23,10,101524.41,1,1,0,133194.11,Islamabad,Female,0
C000716,646,44,8,368379.55,3,0,1,222301.73,Karachi,Male,0
C000717,818,61,0,419205.86,3,0,1,483010.91,Lahore,Male,1
C000718,788,51,6,296868.87,4,1,0,136372.71,Karachi,Female,0
C000719,844,46,9,57837.23,4,1,1,426988.37,Islamabad,Male,0
C000720,459,28,8,156428.68,4,1,0,355580.46,Islamabad,Female,1
C000721,584,49,4,237757.33,1,0,1,122585.95,Islamabad,Male,0
C000722,746,62,0,338581.2,2,0,0,425772.2,Peshawar,Female,1
C000723,388,71,7,160163.55,2,0,0,119715.42,Islamabad,Male,1
C000724,568,38,4,420145.53,4,0,0,263123.92,Islamabad,Male,0
C000725,566,53,5,185894.9,4,1,1,212793.56,Karachi,Male,0
C000726,543,22,6,21418.17,3,1,0,426405.57,Karachi,Male,0
C000727,512,48,9,396997.21,4,1,1,478122.92,Peshawar,Male,0
C000728,465,65,6,322111.58,3,0,0,134257.29,Peshawar,Female,1
C000729,677,57,6,400978.25,1,1,1,494718.18,Lahore,Male,1
C000730,510,70,0,174444.91,1,0,0,44039.87,Lahore,Male,0
C000731,438,28,6,8815.1,1,1,1,336832.79,Peshawar,Male,0
C000732,818,24,10,36876.46,1,1,1,329401.78,Karachi,Female,0
C000733,769,51,2,55900.39,4,0,1,389340.0,Karachi,Male,0
C000734,490,22,4,402573.79,4,1,0,174232.3,Lahore,Female,0
C000735,661,55,9,150717.38,3,1,0,45519.82,Karachi,Female,0
C000736,523,59,4,498949.25,4,0,1,294667.23,Lahore,Female,0
C000737,550,64,7,379194.2,3,1,1,79987.48,Islamabad,Male,0
C000738,704,57,6,300577.48,1,0,1,539628.58,Karachi,Female,0
C000739,651,54,6,491809.71,3,1,0,137253.14,Peshawar,Male,0
C000740,705,64,5,158154.59,3,1,0,278130.46,Quetta,Female,0
C000741,462,37,6,82807.78,4,0,1,283040.22,Islamabad,Male,0
C000742,716,59,6,368636.48,1,0,0,349604.2,Quetta,Female,0
C000743,777,32,4,139041.69,2,0,0,478218.12,Lahore,Male,0
C000744,523,29,4,480518.46,4,1,0,304402.96,Lahore,Male,0
C000745,848,22,3,494034.66,4,1,0,54421.83,Islamabad,Male,0
C000746,423,35,3,463202.2,2,0,0,471821.83,Lahore,Male,1
C000747,674,51,4,472380.88,1,0,1,86017.06,Lahore,Female,0
C000748,636,42,9,307827.41,2,0,1,399269.84,Lahore,Female,0
C000749,474,42,8,346059.32,3,0,0,489920.52,Islamabad,Female,1
C000750,373,55,10,47123.08,2,1,1,198306.5,Islamabad,Male,0
C000751,381,59,5,381525.08,1,1,0,291499.63,Islamabad,Male,0
C000752,603,47,7,101031.68,1,0,1,48028.07,Islamabad,Male,0
C000753,846,62,8,420163.03,2,0,0,490170.11,Islamabad,Male,0
C000754,462,35,3,480765.91,4,1,0,433826.21,Lahore,Female,0
C000755,544,61,6,106188.81,2,1,0,169576.94,Karachi,Male,1
C000756,365,56,4,39015.56,3,1,1,258526.67,Islamabad,Female,0
C000757,790,63,3,241945.07,2,1,1,429377.24,Karachi,Female,1
C000758,838,39,6,395774.69,2,1,1,240571.35,Quetta,Female,0
C000759,846,41,2,385320.08,2,1,0,130952.27,Islamabad,Female,0
C000760,561,30,0,348409.25,3,0,0,330363.1,Islamabad,Male,0
C000761,457,62,6,410348.0,2,0,1,445197.84,Quetta,Male,1
C000762,373,66,8,87494.18,4,1,1,219653.32,Lahore,Female,1
C000763,639,54,1,325968.88,3,0,0,108192.47,Karachi,Female,0
C000764,733,70,6,302839.66,4,0,0,504544.73,Lahore,Male,0
